"zip","state","latitude","longitude","population"
26855,"WV",38.98645,-79.25455,788
26865,"WV",39.199856,-78.49655,280
26866,"WV",38.814289,-79.23861,856
26884,"WV",38.849407,-79.37151,511
26886,"WV",38.844294,-79.42206,213
27006,"NC",35.954679,-80.44132,10660
27007,"NC",36.390363,-80.58746,1451
27009,"NC",36.236829,-80.07495,2220
27011,"NC",36.218385,-80.70955,5281
27012,"NC",36.027101,-80.39312,21365
27013,"NC",35.73956,-80.69407,5324
27014,"NC",35.812635,-80.55724,550
27016,"NC",36.429179,-80.19588,1635
27017,"NC",36.367258,-80.72296,8610
27018,"NC",36.198622,-80.52694,7276
27019,"NC",36.297049,-80.23777,4376
27020,"NC",36.115196,-80.81872,6143
27021,"NC",36.293122,-80.3546,15825
27022,"NC",36.52235,-80.22195,1816
27023,"NC",36.097767,-80.42715,9931
27024,"NC",36.520921,-80.84824,2332
27025,"NC",36.383107,-79.97451,10668
27027,"NC",36.421448,-79.97458,4331
27028,"NC",35.920477,-80.57143,23384
27030,"NC",36.49376,-80.62336,38900
27040,"NC",36.182718,-80.36487,9429
27041,"NC",36.398995,-80.48006,6959
27042,"NC",36.335676,-80.05135,685
27043,"NC",36.331502,-80.4417,5406
27045,"NC",36.232354,-80.30391,7225
27046,"NC",36.488575,-80.09267,2136
27047,"NC",36.305687,-80.5824,1214
27048,"NC",36.47266,-79.90522,8320
27050,"NC",36.235252,-80.38089,3823
27051,"NC",36.174243,-80.16679,6920
27052,"NC",36.298241,-80.14383,10369
27053,"NC",36.473951,-80.34752,3041
27054,"NC",35.787743,-80.59377,2422
27055,"NC",36.12301,-80.64557,13012
27101,"NC",36.107037,-80.21918,19807
27103,"NC",36.066545,-80.30733,27792
27104,"NC",36.094104,-80.31503,27134
27105,"NC",36.147887,-80.23423,40681
27106,"NC",36.141395,-80.3137,39492
27107,"NC",36.046215,-80.18998,38986
27109,"NC",36.133577,-80.2768,1630
27127,"NC",36.039398,-80.26171,26252
27202,"NC",36.185712,-79.50496,29
27203,"NC",35.686122,-79.82919,49927
27207,"NC",35.613837,-79.38984,3836
27208,"NC",35.559258,-79.54591,1677
27209,"NC",35.354158,-79.76839,3846
27212,"NC",36.461871,-79.26388,1498
27214,"NC",36.205771,-79.69839,6198
27215,"NC",36.072336,-79.4698,33564
27217,"NC",36.132737,-79.41135,34125
27229,"NC",35.280008,-79.79467,3879
27231,"NC",36.207994,-79.16879,2144
27233,"NC",35.911979,-79.69566,3574
27235,"NC",36.092076,-80.01009,2373
27239,"NC",35.618434,-80.10517,8599
27242,"NC",35.307299,-79.65327,2266
27243,"NC",36.082138,-79.18649,3030
27244,"NC",36.152742,-79.50839,10619
27248,"NC",35.761433,-79.69835,4653
27249,"NC",36.125747,-79.56352,10961
27252,"NC",35.564257,-79.35011,1444
27253,"NC",36.031837,-79.37815,25120
27256,"NC",35.562184,-79.28751,190
27258,"NC",36.064176,-79.34421,5128
27260,"NC",35.950436,-79.99345,25692
27262,"NC",35.964586,-80.02239,23730
27263,"NC",35.914548,-79.96062,19022
27265,"NC",36.017647,-80.00628,32991
27278,"NC",36.079726,-79.09459,20588
27281,"NC",35.177643,-79.60491,2630
27282,"NC",35.998221,-79.93573,11564
27283,"NC",35.936904,-79.63191,2885
27284,"NC",36.119887,-80.08726,41838
27288,"NC",36.505996,-79.74935,24831
27291,"NC",36.415102,-79.14221,2365
27292,"NC",35.775789,-80.23174,38836
27295,"NC",35.856896,-80.28961,34156
27298,"NC",35.884276,-79.56809,9643
27299,"NC",35.752578,-80.37587,4123
27301,"NC",36.108536,-79.6808,5733
27302,"NC",36.111449,-79.27142,22156
27305,"NC",36.532166,-79.21379,1603
27306,"NC",35.227919,-79.99741,6436
27310,"NC",36.178137,-79.9842,4027
27311,"NC",36.49076,-79.48073,3804
27312,"NC",35.756091,-79.17848,12641
27313,"NC",35.937595,-79.75441,6338
27314,"NC",36.285009,-79.19809,586
27315,"NC",36.512448,-79.37498,1597
27316,"NC",35.711954,-79.63723,6780
27317,"NC",35.817411,-79.80389,14178
27320,"NC",36.345919,-79.67075,39068
27325,"NC",35.447663,-79.57555,6702
27326,"NC",36.478349,-79.55518,3795
27330,"NC",35.458804,-79.16415,54853
27341,"NC",35.53332,-79.71018,5050
27342,"NC",36.075975,-79.63132,19
27343,"NC",36.495772,-79.09331,1602
27344,"NC",35.729692,-79.44984,15715
27349,"NC",35.897155,-79.42344,4566
27350,"NC",35.808395,-79.90244,5772
27355,"NC",35.79386,-79.55521,2425
27356,"NC",35.414095,-79.78487,3250
27357,"NC",36.252154,-79.97548,6287
27358,"NC",36.209976,-79.88921,9925
27360,"NC",35.871,-80.08603,41719
27370,"NC",35.843856,-79.9849,15414
27371,"NC",35.382213,-79.92418,7952
27376,"NC",35.248989,-79.54383,7307
27377,"NC",36.050652,-79.59483,3645
27379,"NC",36.387904,-79.33107,5910
27401,"NC",36.071135,-79.77468,19164
27403,"NC",36.064485,-79.82206,22596
27405,"NC",36.107499,-79.75242,40712
27406,"NC",36.022863,-79.77895,50117
27407,"NC",36.025379,-79.87112,42909
27408,"NC",36.101385,-79.81425,17209
27409,"NC",36.083885,-79.94122,13556
27410,"NC",36.116854,-79.88291,45091
27455,"NC",36.156707,-79.80644,22888
27501,"NC",35.494384,-78.71,13360
27502,"NC",35.73663,-78.86462,44349
27503,"NC",36.158344,-78.87419,3377
27504,"NC",35.390431,-78.53155,12407
27505,"NC",35.42638,-79.03409,4436
27506,"NC",35.406513,-78.73848,1880
27507,"NC",36.525791,-78.57014,1868
27508,"NC",35.954331,-78.25342,1689
27509,"NC",36.138298,-78.75882,8562
27510,"NC",35.912489,-79.08144,14406
27511,"NC",35.755651,-78.77508,45045
27513,"NC",35.797882,-78.79702,37066
27514,"NC",35.915083,-79.02939,50388
27516,"NC",35.912786,-79.10931,28287
27520,"NC",35.635275,-78.4489,31952
27521,"NC",35.408375,-78.66964,5585
27522,"NC",36.111937,-78.69122,8619
27524,"NC",35.4152,-78.42116,10048
27525,"NC",36.104866,-78.45893,10529
27526,"NC",35.575302,-78.80234,25105
27529,"NC",35.679194,-78.60246,30498
27530,"NC",35.384344,-78.00893,38558
27534,"NC",35.377069,-77.92463,33220
27536,"NC",36.340681,-78.39425,39893
27540,"NC",35.643545,-78.83486,12239
27541,"NC",36.264894,-79.08338,3318
27542,"NC",35.606392,-78.13755,7657
27544,"NC",36.215193,-78.43861,3865
27545,"NC",35.790516,-78.48345,15671
27546,"NC",35.396654,-78.83852,14600
27549,"NC",36.062239,-78.24953,21515
27551,"NC",36.474898,-78.04505,1978
27553,"NC",36.484233,-78.30615,2013
27555,"NC",35.562142,-78.20349,461
27557,"NC",35.777862,-78.19889,6647
27559,"NC",35.631434,-79.0894,2140
27560,"NC",35.846363,-78.83866,10083
27562,"NC",35.633286,-78.97271,1644
27563,"NC",36.450603,-78.21676,5156
27565,"NC",36.340501,-78.61595,23593
27568,"NC",35.511864,-78.24273,57
27569,"NC",35.458912,-78.1638,6290
27570,"NC",36.441215,-78.24044,245
27571,"NC",35.921662,-78.45805,1206
27572,"NC",36.238956,-78.88293,6495
27573,"NC",36.414739,-78.97375,24092
27576,"NC",35.557966,-78.26479,16446
27577,"NC",35.506459,-78.34446,19088
27581,"NC",36.195036,-78.72657,2574
27582,"NC",36.454831,-78.5702,81
27583,"NC",36.291896,-78.93552,4844
27584,"NC",36.528939,-78.44504,147
27587,"NC",35.97154,-78.52241,29422
27589,"NC",36.378439,-78.13903,8345
27591,"NC",35.781595,-78.37287,15020
27592,"NC",35.554891,-78.67038,8662
27596,"NC",36.000487,-78.44921,8566
27597,"NC",35.848039,-78.30135,17243
27601,"NC",35.774451,-78.63274,9950
27603,"NC",35.716105,-78.65734,31779
27604,"NC",35.814572,-78.58348,32209
27605,"NC",35.788284,-78.65316,4061
27606,"NC",35.758268,-78.71783,43504
27607,"NC",35.807458,-78.70086,18687
27608,"NC",35.808451,-78.64667,10082
27609,"NC",35.844753,-78.63263,32791
27610,"NC",35.767829,-78.5861,43538
27612,"NC",35.847788,-78.70161,27102
27613,"NC",35.899208,-78.71161,36509
27614,"NC",35.939255,-78.60317,11246
27615,"NC",35.891726,-78.63203,40643
27616,"NC",35.865441,-78.54929,21588
27701,"NC",35.997193,-78.89731,24933
27703,"NC",35.966431,-78.83969,31935
27704,"NC",36.034561,-78.86892,26812
27705,"NC",36.015992,-78.95911,40218
27706,"NC",35.993143,-78.93735,519
27707,"NC",35.963994,-78.93602,42956
27712,"NC",36.087738,-78.92313,17782
27713,"NC",35.905765,-78.92113,31073
27801,"NC",35.935125,-77.77076,22390
27803,"NC",35.924465,-77.83689,21682
27804,"NC",35.973773,-77.82694,25747
27805,"NC",36.223682,-77.10397,3361
27806,"NC",35.308035,-76.79019,2582
27807,"NC",35.797988,-78.10641,5713
27808,"NC",35.47031,-76.77855,2419
27809,"NC",36.032405,-77.78636,4974
27810,"NC",35.545041,-76.60012,4488
27812,"NC",35.799764,-77.37765,2965
27813,"NC",35.633996,-77.93311,387
27814,"NC",35.384013,-76.93188,1485
27816,"NC",36.085542,-78.07321,2033
27817,"NC",35.487026,-77.07986,6307
27818,"NC",36.507288,-77.01668,1389
27819,"NC",35.818414,-77.45335,488
27820,"NC",36.416472,-77.23117,2663
27821,"NC",35.321447,-76.87437,377
27822,"NC",35.809514,-77.8601,7766
27823,"NC",36.190589,-77.71859,8819
27824,"NC",35.514202,-76.00736,1464
27826,"NC",35.575982,-76.20409,1319
27827,"NC",35.69872,-77.5108,63
27828,"NC",35.598204,-77.59066,8945
27829,"NC",35.686549,-77.64461,1796
27830,"NC",35.552162,-77.9727,5135
27831,"NC",36.458825,-77.57834,3176
27832,"NC",36.502541,-77.68887,2951
27834,"NC",35.626653,-77.37896,42962
27837,"NC",35.531965,-77.20349,4398
27839,"NC",36.310967,-77.57821,4292
27840,"NC",35.948738,-77.2083,406
27841,"NC",35.908558,-77.27835,27
27842,"NC",36.531252,-77.86277,1362
27843,"NC",35.999591,-77.40241,1456
27844,"NC",36.255897,-77.93998,2516
27845,"NC",36.366571,-77.44254,2545
27846,"NC",35.759335,-76.89865,2974
27847,"NC",36.184037,-77.21536,954
27849,"NC",36.083011,-77.19032,1666
27850,"NC",36.451785,-77.90383,7396
27851,"NC",35.640324,-78.02336,4723
27852,"NC",35.746654,-77.64342,2569
27853,"NC",36.518839,-77.30888,872
27855,"NC",36.432993,-77.10287,5849
27856,"NC",35.993357,-77.96738,15345
27857,"NC",35.948539,-77.27013,2096
27858,"NC",35.579216,-77.33836,44986
27860,"NC",35.624117,-76.67274,2062
27862,"NC",36.490929,-77.1981,741
27863,"NC",35.491814,-77.98298,7805
27864,"NC",35.795738,-77.64106,4213
27865,"NC",35.588518,-76.83431,1932
27866,"NC",36.52177,-77.51319,1024
27869,"NC",36.281144,-77.28809,2721
27870,"NC",36.448592,-77.67144,27472
27871,"NC",35.821436,-77.26186,5139
27872,"NC",36.203511,-77.24791,329
27873,"NC",35.65363,-77.77649,358
27874,"NC",36.128851,-77.41983,5670
27875,"NC",35.481914,-76.44693,607
27876,"NC",36.487125,-77.43618,1476
27877,"NC",36.515084,-77.18438,251
27878,"NC",35.867224,-77.83054,1714
27880,"NC",35.748755,-78.06759,2386
27882,"NC",35.94178,-78.11872,6160
27883,"NC",35.598504,-77.81173,3380
27884,"NC",35.700448,-77.27014,1001
27885,"NC",35.452071,-76.27892,1212
27886,"NC",35.905299,-77.54056,19895
27888,"NC",35.593689,-77.70192,2634
27889,"NC",35.560439,-77.03459,25487
27890,"NC",36.421387,-77.60825,2825
27891,"NC",36.10607,-77.73,5031
27892,"NC",35.824061,-77.08093,15425
27893,"NC",35.715315,-77.91989,41160
27896,"NC",35.768693,-77.95167,13679
27897,"NC",36.332552,-77.20441,2221
27909,"NC",36.293192,-76.23692,34897
27910,"NC",36.293352,-76.98612,11016
27915,"NC",35.354252,-75.50417,808
27916,"NC",36.314447,-75.89888,512
27917,"NC",36.388493,-75.98097,770
27919,"NC",36.319777,-76.49654,946
27920,"NC",35.263128,-75.55787,1633
27921,"NC",36.344333,-76.16595,3095
27922,"NC",36.339548,-76.88086,895
27923,"NC",36.381161,-75.94115,623
27924,"NC",36.192231,-76.83458,3649
27925,"NC",35.883885,-76.22037,3798
27926,"NC",36.519826,-76.61637,1669
27927,"NC",36.435092,-75.84497,625
27928,"NC",35.849234,-76.4067,2063
27929,"NC",36.433902,-75.97921,666
27932,"NC",36.093252,-76.62077,12136
27935,"NC",36.440867,-76.86007,1503
27936,"NC",35.24554,-75.618,316
27937,"NC",36.501152,-76.78039,2929
27938,"NC",36.410008,-76.75097,1660
27939,"NC",36.239666,-75.87361,1573
27941,"NC",36.099065,-75.81974,89
27942,"NC",36.289302,-76.76737,1178
27943,"NC",35.218342,-75.68792,647
27944,"NC",36.157292,-76.4275,10167
27946,"NC",36.362745,-76.60188,1242
27947,"NC",36.189366,-75.86047,667
27948,"NC",36.022242,-75.67686,9205
27949,"NC",36.115899,-75.72772,6073
27950,"NC",36.513626,-75.9518,1840
27953,"NC",35.795867,-75.85014,1169
27954,"NC",35.913938,-75.67961,5164
27956,"NC",36.419422,-76.03362,538
27957,"NC",36.067244,-76.76046,1013
27958,"NC",36.497406,-76.13715,6976
27959,"NC",35.923805,-75.61144,2782
27960,"NC",35.113265,-75.97255,730
27962,"NC",35.842107,-76.73206,8024
27964,"NC",36.093211,-75.80319,522
27965,"NC",36.273428,-75.87867,571
27966,"NC",36.13655,-75.82653,1483
27967,"NC",36.234231,-76.94686,665
27968,"NC",35.661979,-75.47741,277
27970,"NC",35.892486,-76.57584,3706
27972,"NC",35.538351,-75.47473,277
27973,"NC",36.384779,-76.08293,1006
27974,"NC",36.233836,-76.03822,1216
27976,"NC",36.466396,-76.29809,2303
27979,"NC",36.440509,-76.60411,1599
27980,"NC",36.256548,-76.62627,2440
27981,"NC",35.845046,-75.63954,1560
27982,"NC",35.56179,-75.47152,56
27983,"NC",36.015391,-76.9349,8999
27985,"NC",36.217959,-76.46994,119
27986,"NC",36.386605,-76.92641,1560
28001,"NC",35.351477,-80.19879,26311
28006,"NC",35.403268,-81.09974,627
28007,"NC",35.104652,-80.10965,743
28009,"NC",35.40846,-80.11171,869
28012,"NC",35.2406,-81.04028,19074
28016,"NC",35.292581,-81.28723,14493
28017,"NC",35.254223,-81.65456,1708
28018,"NC",35.441168,-81.7995,5367
28019,"NC",35.279371,-81.79475,613
28020,"NC",35.518637,-81.62728,2451
28021,"NC",35.383935,-81.39368,12561
28023,"NC",35.567189,-80.59116,13027
28025,"NC",35.400407,-80.56574,41468
28027,"NC",35.405636,-80.63823,32274
28031,"NC",35.477583,-80.8924,13540
28032,"NC",35.239702,-81.07753,2387
28033,"NC",35.416189,-81.31911,2048
28034,"NC",35.333668,-81.18303,14132
28036,"NC",35.490772,-80.82576,10245
28037,"NC",35.501448,-81.00412,13037
28038,"NC",35.198687,-81.54162,107
28040,"NC",35.346886,-81.75621,6609
28043,"NC",35.317602,-81.86722,20516
28052,"NC",35.248787,-81.2142,36732
28054,"NC",35.263287,-81.15312,33173
28056,"NC",35.229565,-81.12847,27917
28071,"NC",35.513974,-80.32779,2854
28072,"NC",35.614966,-80.44198,240
28073,"NC",35.189591,-81.47928,4501
28075,"NC",35.335294,-80.6633,14461
28076,"NC",35.256252,-81.77804,253
28077,"NC",35.404772,-81.20268,540
28078,"NC",35.409544,-80.86362,27936
28079,"NC",35.105208,-80.62098,10976
28080,"NC",35.454565,-81.12368,6076
28081,"NC",35.499521,-80.64447,23512
28083,"NC",35.492989,-80.60293,20058
28086,"NC",35.241188,-81.3614,24554
28088,"NC",35.543639,-80.61167,3179
28089,"NC",35.318573,-81.66601,254
28090,"NC",35.450548,-81.56223,8321
28091,"NC",34.970129,-79.93705,2317
28092,"NC",35.473447,-81.24094,35428
28097,"NC",35.267185,-80.4268,3062
28098,"NC",35.267234,-81.09942,2670
28101,"NC",35.256379,-81.07978,492
28102,"NC",34.819916,-79.97188,99
28103,"NC",34.99545,-80.35635,9315
28104,"NC",35.067285,-80.68424,19284
28105,"NC",35.116851,-80.7164,32081
28107,"NC",35.247181,-80.52363,5161
28109,"NC",35.485703,-80.28811,459
28110,"NC",35.031947,-80.56002,36388
28112,"NC",34.936388,-80.5382,22778
28114,"NC",35.243585,-81.75656,6938
28115,"NC",35.584157,-80.80258,24908
28117,"NC",35.571827,-80.89228,18395
28119,"NC",34.858713,-80.02232,2836
28120,"NC",35.311862,-81.02441,15471
28124,"NC",35.407499,-80.41228,5470
28125,"NC",35.664696,-80.71056,2103
28127,"NC",35.463024,-80.1649,6846
28128,"NC",35.228831,-80.15214,7603
28129,"NC",35.232542,-80.33123,4901
28133,"NC",34.969886,-80.27001,3108
28134,"NC",35.086017,-80.89034,7486
28135,"NC",35.043566,-80.21272,4035
28137,"NC",35.49326,-80.25524,2778
28138,"NC",35.536561,-80.42959,10018
28139,"NC",35.361333,-81.98377,18141
28144,"NC",35.679639,-80.46645,26817
28146,"NC",35.614422,-80.43115,25103
28147,"NC",35.665362,-80.54673,21618
28150,"NC",35.315118,-81.55584,28364
28152,"NC",35.258879,-81.57867,22002
28159,"NC",35.693339,-80.4342,3044
28160,"NC",35.360536,-81.92506,4110
28163,"NC",35.245048,-80.4163,6475
28164,"NC",35.377576,-81.07238,12610
28166,"NC",35.687365,-80.88715,6201
28167,"NC",35.48902,-81.95039,2196
28168,"NC",35.545918,-81.42942,9092
28169,"NC",35.362026,-81.42911,215
28170,"NC",34.985423,-80.08543,12253
28173,"NC",34.929433,-80.73061,17758
28174,"NC",34.981605,-80.44305,7030
28202,"NC",35.227192,-80.84419,4870
28203,"NC",35.208992,-80.85539,10304
28204,"NC",35.214693,-80.82665,4965
28205,"NC",35.222406,-80.79221,46509
28206,"NC",35.248292,-80.82748,12341
28207,"NC",35.197643,-80.82752,8763
28208,"NC",35.235791,-80.89295,35866
28209,"NC",35.178543,-80.85375,19643
28210,"NC",35.13451,-80.85632,40960
28211,"NC",35.170094,-80.79857,27821
28212,"NC",35.189544,-80.74742,35109
28213,"NC",35.280464,-80.75678,25948
28214,"NC",35.276639,-80.96111,20834
28215,"NC",35.244468,-80.72164,41580
28216,"NC",35.286967,-80.87903,29800
28217,"NC",35.172319,-80.89731,19258
28223,"NC",35.305552,-80.73303,3254
28226,"NC",35.107804,-80.82139,35465
28227,"NC",35.192919,-80.66822,39496
28262,"NC",35.321279,-80.7405,17753
28269,"NC",35.329235,-80.80486,42701
28270,"NC",35.113906,-80.7613,25726
28273,"NC",35.124032,-80.93954,18375
28277,"NC",35.054546,-80.81792,33852
28278,"NC",35.119012,-81.02213,6211
28301,"NC",35.042389,-78.84124,35195
28303,"NC",35.084163,-78.953,32049
28304,"NC",35.02844,-78.97037,35895
28305,"NC",35.056963,-78.90369,5918
28306,"NC",35.003712,-78.92179,29861
28307,"NC",35.142321,-79.01225,31791
28311,"NC",35.134301,-78.89411,33014
28314,"NC",35.060087,-79.00848,47965
28315,"NC",35.12416,-79.4415,9439
28318,"NC",35.020272,-78.614,4121
28320,"NC",34.552642,-78.78102,8721
28323,"NC",35.316332,-78.82527,2528
28325,"NC",35.152512,-78.10474,351
28326,"NC",35.278125,-79.15153,10321
28327,"NC",35.319639,-79.40248,13595
28328,"NC",35.000056,-78.33424,25290
28330,"NC",34.913233,-79.82302,305
28332,"NC",34.655921,-78.72076,514
28333,"NC",35.293245,-78.01897,11430
28334,"NC",35.302419,-78.6012,23096
28337,"NC",34.647611,-78.58643,9181
28338,"NC",35.089476,-79.72904,4593
28339,"NC",35.322849,-78.68964,6693
28340,"NC",34.476857,-79.13005,11251
28341,"NC",35.119076,-78.16439,4157
28342,"NC",35.191142,-78.6514,377
28343,"NC",34.767875,-79.59239,1766
28344,"NC",35.171062,-78.63648,2810
28345,"NC",34.879186,-79.69001,12299
28347,"NC",35.042172,-79.53503,2777
28348,"NC",34.954709,-78.93744,25924
28349,"NC",34.977225,-77.94761,3768
28350,"NC",35.24356,-79.31355,372
28351,"NC",34.827291,-79.56026,4825
28352,"NC",34.779227,-79.45745,25457
28356,"NC",35.237338,-78.79613,3839
28357,"NC",34.902698,-79.08288,2918
28358,"NC",34.620874,-78.98986,36388
28360,"NC",34.659575,-79.06282,12468
28362,"NC",34.368246,-79.12124,92
28363,"NC",34.938451,-79.54609,982
28364,"NC",34.735024,-79.32836,13409
28365,"NC",35.184516,-78.06056,14917
28366,"NC",35.237142,-78.36593,4914
28367,"NC",35.173481,-79.72363,67
28368,"NC",35.35149,-79.10586,387
28369,"NC",34.434292,-79.03714,2837
28371,"NC",34.912113,-78.9999,4792
28372,"NC",34.69004,-79.18802,12183
28373,"NC",35.100144,-79.47979,1145
28374,"NC",35.195417,-79.46496,11443
28376,"NC",34.992085,-79.23013,25888
28377,"NC",34.828798,-79.21215,12243
28378,"NC",34.858715,-79.04705,33
28379,"NC",34.937078,-79.7605,26111
28382,"NC",34.945305,-78.51432,5920
28383,"NC",34.571076,-79.27404,7836
28384,"NC",34.804654,-78.9594,10429
28385,"NC",35.053627,-78.50025,4470
28386,"NC",34.851865,-79.12266,5364
28387,"NC",35.180394,-79.39084,13315
28390,"NC",35.211913,-78.97499,20036
28391,"NC",35.016373,-78.6941,4327
28392,"NC",34.742752,-78.80645,1654
28393,"NC",34.989801,-78.18555,2016
28394,"NC",35.218131,-79.24449,4160
28395,"NC",35.145952,-78.74102,2212
28396,"NC",34.927483,-79.40099,2652
28398,"NC",34.993016,-78.08407,7082
28399,"NC",34.786138,-78.70765,2191
28401,"NC",34.235219,-77.94134,21619
28403,"NC",34.221512,-77.88452,30354
28405,"NC",34.254235,-77.87251,25087
28409,"NC",34.169953,-77.87113,26461
28411,"NC",34.285519,-77.80572,17098
28412,"NC",34.152021,-77.91346,23457
28420,"NC",34.07367,-78.48214,3723
28421,"NC",34.524003,-78.18584,1564
28422,"NC",34.006479,-78.19035,4578
28423,"NC",34.319905,-78.37743,2057
28425,"NC",34.554821,-77.92764,9387
28428,"NC",34.034336,-77.89903,5199
28429,"NC",34.332126,-77.90554,7512
28430,"NC",34.285951,-78.93039,2048
28431,"NC",34.312363,-78.83023,7259
28432,"NC",34.17074,-78.75997,1684
28433,"NC",34.491177,-78.64362,4709
28434,"NC",34.461167,-78.46244,1882
28435,"NC",34.430433,-78.10539,2360
28436,"NC",34.275453,-78.26673,1626
28438,"NC",34.430348,-78.91932,1603
28439,"NC",34.309767,-79.02516,1786
28441,"NC",34.788387,-78.40574,3614
28442,"NC",34.323483,-78.59534,1713
28443,"NC",34.407677,-77.65238,11679
28444,"NC",34.686496,-78.32406,2139
28445,"NC",34.47722,-77.55978,4717
28447,"NC",34.595158,-78.23438,1015
28448,"NC",34.464635,-78.29701,1046
28449,"NC",33.99207,-77.91092,1448
28450,"NC",34.319538,-78.51678,2440
28451,"NC",34.25124,-78.06492,15987
28452,"NC",33.997345,-78.5565,205
28453,"NC",34.888483,-78.05955,3367
28454,"NC",34.676719,-77.65343,2506
28455,"NC",34.11045,-78.6608,1607
28456,"NC",34.36338,-78.28251,3667
28457,"NC",34.449782,-77.88697,7864
28458,"NC",34.822407,-78.04176,5985
28460,"NC",34.52072,-77.42096,5132
28461,"NC",33.963111,-78.05743,9099
28462,"NC",33.974251,-78.30961,10163
28463,"NC",34.12483,-78.82187,8095
28464,"NC",34.772249,-78.01392,1988
28465,"NC",33.915522,-78.12862,6782
28466,"NC",34.738793,-77.97788,8186
28467,"NC",33.905566,-78.5759,5123
28468,"NC",33.885203,-78.51224,3173
28469,"NC",33.913508,-78.44868,4309
28470,"NC",33.9666,-78.3878,7046
28471,"NC",34.605639,-77.99977,2026
28472,"NC",34.312063,-78.70773,19131
28478,"NC",34.671237,-78.06544,2345
28479,"NC",34.107077,-78.04965,2720
28480,"NC",34.21222,-77.7981,2648
28501,"NC",35.260895,-77.56469,21845
28504,"NC",35.264739,-77.62481,21475
28508,"NC",35.11493,-77.82238,1925
28510,"NC",35.000658,-76.81297,1486
28511,"NC",34.887266,-76.33033,822
28512,"NC",34.698274,-76.78706,3541
28513,"NC",35.463012,-77.4161,9993
28515,"NC",35.176466,-76.71853,3269
28516,"NC",34.769532,-76.64783,10253
28518,"NC",34.911417,-77.77153,6069
28519,"NC",35.120742,-77.01969,343
28520,"NC",34.984608,-76.1988,352
28521,"NC",34.826715,-77.75929,1908
28523,"NC",35.193213,-77.32292,2605
28524,"NC",34.794527,-76.46317,424
28525,"NC",35.119845,-77.69208,2987
28526,"NC",35.238886,-77.41061,2536
28527,"NC",35.244257,-77.01504,1055
28528,"NC",34.732744,-76.53869,555
28529,"NC",35.085784,-76.86135,1946
28530,"NC",35.370945,-77.42548,6256
28531,"NC",34.712315,-76.52748,1588
28532,"NC",34.884421,-76.88972,27454
28537,"NC",35.259895,-76.55591,308
28538,"NC",35.424381,-77.58452,2416
28539,"NC",34.694262,-77.20701,12466
28540,"NC",34.755669,-77.4559,44818
28543,"NC",34.74167,-77.37117,6335
28544,"NC",34.724322,-77.31866,6285
28546,"NC",34.781212,-77.3756,31883
28547,"NC",34.637348,-77.3127,21630
28551,"NC",35.320045,-77.78042,11952
28552,"NC",35.304817,-76.57115,265
28553,"NC",34.725663,-76.51632,493
28554,"NC",35.481503,-77.58718,1538
28555,"NC",34.879658,-77.22214,4498
28556,"NC",35.124491,-76.66595,1110
28557,"NC",34.729839,-76.75219,12950
28560,"NC",35.119674,-77.01509,25708
28562,"NC",35.091472,-77.09936,27807
28570,"NC",34.770681,-76.87786,18661
28571,"NC",35.040757,-76.69263,2410
28572,"NC",35.030154,-77.7221,5870
28573,"NC",35.000858,-77.21501,2003
28574,"NC",34.888736,-77.57157,9952
28575,"NC",34.689821,-76.89242,129
28577,"NC",34.868975,-76.38149,475
28578,"NC",35.206329,-77.87444,4384
28579,"NC",34.753595,-76.5184,407
28580,"NC",35.44451,-77.69186,9295
28581,"NC",34.842394,-76.44111,199
28582,"NC",34.756033,-77.15405,1041
28584,"NC",34.69771,-77.10614,7802
28585,"NC",35.056317,-77.43518,4190
28586,"NC",35.302937,-77.15546,6671
28589,"NC",34.7994,-76.49457,339
28590,"NC",35.53445,-77.39714,13493
28594,"NC",34.667473,-77.01025,3503
28601,"NC",35.759932,-81.33012,46239
28602,"NC",35.70701,-81.3534,27780
28604,"NC",36.166515,-81.84672,5492
28605,"NC",36.133083,-81.68783,3198
28606,"NC",36.058853,-81.30497,1735
28607,"NC",36.21277,-81.66255,27257
28609,"NC",35.689806,-81.06694,5640
28610,"NC",35.725163,-81.14279,8610
28611,"NC",36.009373,-81.73139,610
28612,"NC",35.693787,-81.51726,12125
28613,"NC",35.720227,-81.21466,20177
28615,"NC",36.455882,-81.65141,1897
28616,"NC",36.024252,-81.92693,503
28617,"NC",36.488377,-81.39224,2253
28618,"NC",36.197882,-81.52276,1659
28619,"NC",35.75779,-81.60359,1257
28621,"NC",36.283497,-80.84586,10245
28622,"NC",36.17893,-81.95958,2548
28623,"NC",36.523031,-80.97109,1789
28624,"NC",36.110425,-81.42262,1355
28625,"NC",35.840579,-80.87988,31018
28626,"NC",36.290889,-81.51951,1723
28627,"NC",36.445484,-81.0081,1258
28629,"NC",36.343002,-81.37502,51
28630,"NC",35.811919,-81.43478,17161
28631,"NC",36.557892,-81.42635,529
28634,"NC",35.97991,-80.77085,5218
28635,"NC",36.315077,-81.13146,3192
28636,"NC",35.928486,-81.07441,4717
28637,"NC",35.718432,-81.41878,1546
28638,"NC",35.840553,-81.48192,11992
28640,"NC",36.410186,-81.42409,4054
28642,"NC",36.227576,-80.82988,5384
28643,"NC",36.532301,-81.53117,3171
28644,"NC",36.43591,-81.27736,1625
28645,"NC",35.934783,-81.54476,46577
